nombre,tags,paso_a_paso
Sol Y Sombra,clasico,"1) Agregar Brandy y Aniseta a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa balón bien frio."
Space Odyssey,"citrico, clasico","1) Agregar Ron 151 grados, Ron Malibu, Jugo de piña, Jugo de naranja y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cereza marrasquino."
Spice 75,"citrico, clasico, espumante","1) Agregar Azucar, Ron y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa de vino y completar con Champagne.
4) Decorar con Pimienta de Jamaica y Espiral de naranja."
Spritz,"amargo, aperitivo, campari, clasico, espumante","1) Llenar vaso old fashioned con hielo.
2) Agregar Campari.
3) Completar con Prosecco y Agua con gas y mezclar suavemente."
Stinger,clasico,"1) Agregar Brandy y Crema de menta blanca a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio."
Stone Sour,"citrico, clasico, sour","1) Agregar Brandy de damasco, Jugo de naranja y Mezcla agridulce a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour."
Sweet Bananas,"clasico, cremoso, refrescante","1) Agregar Leche, Platano y Miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball."
Sweet Sangria,"citrico, clasico, vino","1) Agregar Vino tinto, Azucar, Agua, Manzana, Limon y Fresca a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en jarra.
4) Decorar con Naranja y Lima."
Sweet Tooth,"clasico, cremoso","1) Agregar Licor Godiva y Leche a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball."
Talos Coffee,"cafe, clasico","1) Agregar Grand Marnier y Cafe a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa balón."
Tennesee Mud,"cafe, clasico","1) Agregar Cafe, Jack Daniels, Amaretto y Crema batida a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en taza bien frio."
Tequila Fizz,"citrico, clasico, cremoso, gin, tequila","1) Agregar Tequila, Jugo de limon, Granadina y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con Ginger ale."
Tequila Slammer,"clasico, tequila","1) Agregar Tequila y 7-Up a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane."
Tequila Sour,"citrico, clasico, sour, tequila","1) Agregar Tequila, Limon y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Limon y Cereza marrasquino."
Tequila Sunrise,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de naranja y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball."
Tequila Surprise,"clasico, tequila","1) Agregar Tequila a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.
4) Decorar con Tabasco sauce."
Terremoto,"chileno, clasico, espumante, verano, vino","1) Llenar vaso alto con hielo.
2) Agregar Granadina, Vino blanco, Helado de piña y Fernet.
3) Completar con Champagne y mezclar suavemente."
Texas Rattlesnake,clasico,"1) Agregar Whisky Miel, Brandy de cereza, Southern Comfort y Mezcla agridulce a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso highball bien frio."
Texas Sling,clasico,"1) Agregar Kahlua, Baileys crema irlandesa, Amaretto, Ron 151 grados y Crema a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de vino bien frio."
Thai Aperol,"amargo, bar-top-chile, chileno-autor, citrico, clasico, gin, siam-thai, top-bars","1) Agregar Aperol, Gin, Jugo de limon, Jugo de naranja, Jengibre, Syrup especiado y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso alto.
4) Decorar con Romero."
Thai Coffee,"cafe, clasico, refrescante","1) Agregar Cafe, Cilantro, Azucar y Crema para batir a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cardamomo."
Thai Iced Coffee,"cafe, clasico, refrescante","1) Agregar Cafe, Azucar y Crema a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cardamomo."
Thai Iced Tea,"clasico, cremoso, refrescante","1) Agregar Te, Agua, Leche condensada y Menta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball."
The Artesian Siam Sour,"amargo, bar-top-chile, chileno-autor, citrico, clasico, frutal, pisco, siam-thai, sour, top-bars","1) Agregar Pisco, Syrup especiado, Jugo de maracuya, Jugo de limon, Jengibre y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.
4) Decorar con Pimienta rosa y Romero."
The Business,"citrico, gin, moderno, rapido, top-bars","1) Agregar Gin, Jugo de lima y Jarabe de miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe."
The Galah,"amargo, campari, citrico, clasico","1) Agregar Ron oscuro, Campari, Crema de banana, Jugo de piña y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
The Jimmy Conway,"citrico, clasico","1) Agregar Whisky irlandes, Amaretto y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour."
The Last Word,"citrico, clasico, gin","1) Agregar Green Chartreuse, Licor de maraschino, Jugo de lima y Gin a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel."
The Laverstoke,"citrico, clasico, gin, vino","1) Llenar copa balón con hielo.
2) Agregar Gin, Cordial de flor de sauco, Vermut rojo, Lima y Menta.
3) Completar con Agua tonica y mezclar suavemente.
4) Decorar con Ginger."
The Philosopher,"citrico, clasico, espumante, gin","1) Agregar Gin, Licor de melon, Amargo de naranja y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa margarita y completar con Prosecco."
Thriller,"citrico, clasico","1) Agregar Whisky escoces, Vino y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel."
Tia-Maria,"cafe, clasico","1) Agregar Agua, Azucar rubia, Cafe y Ron a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Extracto de vainilla."
Tinto de verano,"clasico, espanol, rapido, refrescante, verano, vino","1) Llenar copa de vino con hielo.
2) Agregar Vino tinto.
3) Completar con Bebida lima-limon y mezclar suavemente.
4) Decorar con Limon."
Tipperary,"clasico, vino","1) Agregar Whisky irlandes, Vermut dulce y Green Chartreuse a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en nick and nora glass bien frio."
Tom Collins,"citrico, clasico, gin","1) Agregar Gin, Jugo de limon y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con Agua tonica.
4) Decorar con Cereza marrasquino y Naranja."
Tomato Tang,"citrico, clasico, refrescante","1) Agregar Jugo de tomate y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal de apio."
Tommy's Margarita,"agave, citrico, moderno, tequila, top-bars","1) Agregar Tequila, Jugo de lima y Jarabe de agave a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso bajo.
4) Decorar con Sal."
Trinidad Sour,"amargo, citrico, moderno, sour, top-bars","1) Agregar Amargo de angostura, Whisky de centeno, Jugo de limon y Falernum a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe."
Turf Cocktail,"amargo, clasico, gin","1) Agregar Vermut seco, Gin, Anis y Amargo de angostura a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cascara de naranja."
Turkeyball,"citrico, clasico","1) Agregar Wild Turkey, Amaretto y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot."
Tuxedo Cocktail,"clasico, gin","1) Agregar Vermut seco, Gin, Licor de maraschino, Anis y Amargo de naranja a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cereza marrasquino."
Vaina,"chileno, clasico, cremoso, sobremesa, vino","1) Agregar Jerez, Huevo, Cacao en polvo, Azucar flor y Whisky a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.
4) Decorar con Canela."
Valencia Cocktail,"citrico, clasico","1) Agregar Brandy de damasco, Jugo de naranja y Amargo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel."
Vampiro,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de tomate, Jugo de naranja, Jugo de lima y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Sal."
Van Vleet,"citrico, clasico","1) Agregar Ron claro, Jarabe de maple y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned."
Vermouth Cassis,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vermut seco y Crema de cassis.
3) Completar con Agua con gas y mezclar suavemente."
Vesper,"clasico, gin","1) Agregar Gin, Vodka y Lillet Blanc a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio."
Vesuvio,"citrico, clasico, cremoso, vino","1) Agregar Ron claro, Vermut dulce, Limon, Azucar flor y Clara de huevo a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio."
Veteran,clasico,"1) Agregar Ron oscuro y Brandy de cereza a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio."
Victor,"clasico, gin, vino","1) Agregar Gin, Vermut dulce y Brandy a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio."
Victory Collins,"citrico, clasico","1) Agregar Vodka, Jugo de limon, Jugo de uva y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con soda.
4) Decorar con Naranja."
Vino navegado,"chileno, citrico, clasico, invierno, vino","1) Agregar Vino tinto, Naranja y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en tazon.
4) Decorar con Canela y Clavos de olor."
Virgin Fizz,"citrico, clasico, gin, rapido, refrescante","1) Agregar Jugo de limon y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Soda.
4) Decorar con Menta."
Vodka And Tonic,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vodka.
3) Completar con Agua tonica y mezclar suavemente."
Vodka Fizz,clasico,"1) Agregar Vodka, Mitad crema mitad leche y Limonada a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa de vino blanco y completar con soda.
4) Decorar con Nuez moscada."
Vodka Lemon,"citrico, clasico","1) Agregar Vodka y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cascara de limon."
Vodka Martini,"clasico, martini","1) Agregar Vodka y Vermut seco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Aceituna."
Vodka Russian,clasico,"1) Agregar Vodka y Schweppes Russchian a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
Vodka Slime,"citrico, clasico","1) Agregar Sprite, Jugo de lima y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball."
Vodka Tonic,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vodka.
3) Completar con Agua tonica y mezclar suavemente.
4) Decorar con Cascara de limon."
Waikiki Beachcomber,"citrico, clasico, gin","1) Agregar Triple sec, Gin y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel."
Whiskey Sour,"citrico, clasico, sour","1) Agregar Whisky mezclado, Limon y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Cereza marrasquino y Limon."
Whisky Cola,"clasico, rapido","1) Llenar vaso highball con hielo.
2) Agregar Whisky.
3) Completar con Coca-Cola y mezclar suavemente."
Whisky Mac,clasico,"1) Agregar Whisky escoces y Vino a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
White Lady,"citrico, clasico, gin","1) Agregar Gin, Triple sec y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel."
White Negroni,"amargo, gin, moderno, negroni, rapido, top-bars","1) Agregar Gin, Suze y Lillet Blanc a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso bajo bien frio.
4) Decorar con Limon."
White Russian,clasico,"1) Agregar Vodka, Licor de cafe y Crema ligera a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio."
White Wine Sangria,"citrico, clasico, frutal, vino","1) Llenar jarra con hielo.
2) Agregar Vino blanco, Frutillas, Manzana y Brandy de manzana.
3) Completar con Agua con gas y mezclar suavemente.
4) Decorar con Lima y Limon."
Whitecap Margarita,"citrico, clasico, cremoso, tequila","1) Agregar Tequila, Crema de coco y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en margarita/coupette glass."
Wine Cooler,"clasico, vino","1) Llenar vaso collins con hielo.
2) Agregar Vino tinto.
3) Completar con Bebida lima-limon y mezclar suavemente."
Wine Punch,"citrico, clasico, vino","1) Agregar Vino tinto, Limon, Jugo de naranja, Naranja y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
Winter Paloma,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de pomelo, Jugo de lima y Jarabe de agave a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Pimienta."
Winter Rita,"amargo, campari, citrico, clasico, tequila","1) Agregar Tequila, Campari, Jugo de lima, Jugo de naranja y Jarabe de romero a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal."
Yellow Bird,"citrico, clasico","1) Agregar Ron blanco, Galliano, Triple sec y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel."
Yoghurt Cooler,"clasico, refrescante","1) Agregar Yogur y Fruta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball."
Zafiro,"bar-top-chile, chileno-autor, citrico, clasico, gin, siam-thai, top-bars","1) Agregar Gin, St. Germain y Jugo de pomelo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso alto.
4) Decorar con Lemongrass y Limon."
Zambeer,clasico,"1) Agregar Sambuca y Cerveza de raiz a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
Zenmeister,clasico,"1) Agregar Jägermeister y Cerveza de raiz a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
Ziemes Martini Apfelsaft,"citrico, clasico, martini","1) Agregar Vermut y Jugo de manzana a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio."
Zima Blaster,clasico,"1) Agregar Zima y Chambord raspberry liqueur a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane."
Zimadori Zinger,clasico,"1) Agregar Licor de melon y Zima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins."
Zinger,clasico,"1) Agregar Peachtree schnapps y Surge a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot."
Zipperhead,clasico,"1) Llenar copa sour con hielo.
2) Agregar Chambord raspberry liqueur y Vodka.
3) Completar con Agua con gas y mezclar suavemente."
Zippy's Revenge,clasico,"1) Agregar Amaretto, Ron y Kool-Aid a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio."
Zizi Coin-coin,"citrico, clasico","1) Agregar Cointreau, Jugo de limon y Limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en margarita/coupette glass."
Zoksel,"citrico, clasico","1) Llenar vaso pilsner con hielo.
2) Agregar Cerveza, Cerveza de raiz, Limonada, 7-Up, Crema de cassis y Limon.
3) Completar con Coca-Cola y mezclar suavemente."
Zombie,"amargo, citrico, clasico","1) Agregar Ron, Ron dorado, Ron 151 grados, Pernod, Granadina, Jugo de lima y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane."
Zorbatini,clasico,"1) Agregar Vodka y Ouzo a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio."
Zorro,clasico,"1) Agregar Sambuca, Baileys crema irlandesa y Crema de menta blanca a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en taza bien frio."
